x_km,y_km,month,wind_ms
46,66,2,6.62
47,66,2,6.79
48,66,2,7.17
49,66,2,8.96
50,66,2,7.24
51,66,2,7.29
52,66,2,7.26
53,66,2,7.07
54,66,2,7.0
55,66,2,8.14
56,66,2,7.46
57,66,2,7.12
58,66,2,6.13
59,66,2,7.09
60,66,2,7.25
61,66,2,9.39
62,66,2,9.01
63,66,2,7.06
64,66,2,7.83
65,66,2,6.99
66,66,2,7.79
67,66,2,6.04
68,66,2,7.35
69,66,2,7.79
70,66,2,7.96
71,66,2,7.32
72,66,2,6.37
73,66,2,6.8
74,66,2,7.27
75,66,2,6.14
76,66,2,6.13
77,66,2,7.34
78,66,2,6.33
79,66,2,7.4
80,66,2,5.86
81,66,2,8.38
82,66,2,7.3
83,66,2,6.77
84,66,2,6.6
85,66,2,6.97
86,66,2,4.83
87,66,2,6.81
88,66,2,6.46
89,66,2,7.73
90,66,2,6.5
91,66,2,7.37
92,66,2,6.79
93,66,2,6.5
94,66,2,5.68
95,66,2,5.87
96,66,2,7.89
97,66,2,7.63
98,66,2,8.26
99,66,2,7.23
0,67,2,8.22
1,67,2,6.93
2,67,2,7.81
3,67,2,9.33
4,67,2,7.71
5,67,2,7.83
6,67,2,6.15
7,67,2,7.39
8,67,2,5.77
9,67,2,9.85
10,67,2,7.4
11,67,2,8.48
12,67,2,7.12
13,67,2,9.52
14,67,2,9.13
15,67,2,8.18
16,67,2,9.38
17,67,2,11.13
18,67,2,8.49
19,67,2,9.04
20,67,2,7.7
21,67,2,9.32
22,67,2,7.93
23,67,2,9.61
24,67,2,9.73
25,67,2,9.27
26,67,2,8.93
27,67,2,9.18
28,67,2,10.64
29,67,2,9.72
30,67,2,7.95
31,67,2,9.17
32,67,2,8.71
33,67,2,8.66
34,67,2,10.14
35,67,2,8.62
36,67,2,8.39
37,67,2,9.48
38,67,2,8.0
39,67,2,7.91
40,67,2,7.9
41,67,2,8.78
42,67,2,8.11
43,67,2,8.49
44,67,2,9.82
45,67,2,7.76
46,67,2,9.02
47,67,2,8.72
48,67,2,8.22
49,67,2,8.5
50,67,2,9.54
51,67,2,8.57
52,67,2,7.1
53,67,2,7.47
54,67,2,6.99
55,67,2,6.75
56,67,2,7.58
57,67,2,7.77
58,67,2,8.13
59,67,2,6.82
60,67,2,7.26
61,67,2,9.25
62,67,2,7.59
63,67,2,6.07
64,67,2,6.21
65,67,2,6.68
66,67,2,8.47
67,67,2,7.06
68,67,2,7.29
69,67,2,6.53
70,67,2,7.63
71,67,2,8.69
72,67,2,7.24
73,67,2,7.74
74,67,2,6.2
75,67,2,6.9
76,67,2,8.01
77,67,2,6.23
78,67,2,5.81
79,67,2,7.9
80,67,2,7.23
81,67,2,8.64
82,67,2,6.64
83,67,2,6.09
84,67,2,7.99
85,67,2,5.96
86,67,2,7.34
87,67,2,7.67
88,67,2,6.99
89,67,2,5.97
90,67,2,6.12
91,67,2,6.58
92,67,2,6.56
93,67,2,7.72
94,67,2,6.95
95,67,2,8.63
96,67,2,7.53
97,67,2,7.08
98,67,2,7.96
99,67,2,6.8
0,68,2,8.06
1,68,2,9.9
2,68,2,7.68
3,68,2,10.04
4,68,2,9.35
5,68,2,6.61
6,68,2,7.8
7,68,2,7.33
8,68,2,6.09
9,68,2,8.21
10,68,2,10.15
11,68,2,8.95
12,68,2,7.68
13,68,2,7.82
14,68,2,8.47
15,68,2,8.6
16,68,2,10.14
17,68,2,10.33
18,68,2,8.62
19,68,2,11.34
20,68,2,9.83
21,68,2,9.58
22,68,2,9.38
23,68,2,10.84
24,68,2,10.72
25,68,2,9.56
26,68,2,10.38
27,68,2,8.06
28,68,2,9.54
29,68,2,9.06
30,68,2,10.28
31,68,2,9.94
32,68,2,8.51
33,68,2,8.2
34,68,2,9.25
35,68,2,9.94
36,68,2,9.29
37,68,2,8.08
38,68,2,9.67
39,68,2,8.22
40,68,2,8.41
41,68,2,8.36
42,68,2,7.64
43,68,2,9.58
44,68,2,8.12
45,68,2,7.6
46,68,2,7.04
47,68,2,8.8
48,68,2,8.83
49,68,2,8.39
50,68,2,7.32
51,68,2,7.55
52,68,2,7.2
53,68,2,8.86
54,68,2,7.36
55,68,2,9.8
56,68,2,8.27
57,68,2,8.29
58,68,2,6.16
59,68,2,6.29
60,68,2,7.37
61,68,2,7.56
62,68,2,7.71
63,68,2,5.81
64,68,2,8.79
65,68,2,5.19
66,68,2,6.54
67,68,2,6.81
68,68,2,7.23
69,68,2,6.39
70,68,2,7.09
71,68,2,7.42
72,68,2,7.35
73,68,2,6.31
74,68,2,7.4
75,68,2,6.26
76,68,2,6.53
77,68,2,7.5
78,68,2,7.44
79,68,2,6.35
80,68,2,6.65
81,68,2,7.63
82,68,2,7.36
83,68,2,7.67
84,68,2,6.99
85,68,2,7.04
86,68,2,6.93
87,68,2,6.93
88,68,2,6.45
89,68,2,7.29
90,68,2,7.38
91,68,2,8.03
92,68,2,8.14
93,68,2,8.0
94,68,2,7.02
95,68,2,8.1
96,68,2,6.49
97,68,2,6.64
98,68,2,6.61
99,68,2,6.94
0,69,2,8.51
1,69,2,8.72
2,69,2,8.73
3,69,2,6.57
4,69,2,5.99
5,69,2,8.95
6,69,2,9.19
7,69,2,8.94
8,69,2,9.07
9,69,2,7.17
10,69,2,8.32
11,69,2,9.17
12,69,2,7.2
13,69,2,8.98
14,69,2,8.58
15,69,2,8.33
16,69,2,10.72
17,69,2,8.45
18,69,2,11.04
19,69,2,9.5
20,69,2,9.48
21,69,2,9.76
22,69,2,9.81
23,69,2,10.94
24,69,2,10.62
25,69,2,11.11
26,69,2,8.65
27,69,2,9.05
28,69,2,10.06
29,69,2,10.36
30,69,2,10.79
31,69,2,9.06
32,69,2,10.34
33,69,2,8.63
34,69,2,9.06
35,69,2,10.37
36,69,2,8.13
37,69,2,11.12
38,69,2,8.45
39,69,2,10.17
40,69,2,7.74
41,69,2,8.51
42,69,2,8.43
43,69,2,9.58
44,69,2,7.74
45,69,2,7.42
46,69,2,7.48
47,69,2,7.5
48,69,2,7.81
49,69,2,8.64
50,69,2,6.7
51,69,2,8.0
52,69,2,8.0
53,69,2,8.24
54,69,2,7.62
55,69,2,8.35
56,69,2,9.22
57,69,2,8.28
58,69,2,6.35
59,69,2,8.13
60,69,2,8.05
61,69,2,8.21
62,69,2,8.02
63,69,2,8.83
64,69,2,7.79
65,69,2,7.19
66,69,2,5.42
67,69,2,6.76
68,69,2,7.39
69,69,2,9.37
70,69,2,7.12
71,69,2,9.07
72,69,2,7.77
73,69,2,6.86
74,69,2,8.1
75,69,2,7.07
76,69,2,6.45
77,69,2,6.85
78,69,2,6.38
79,69,2,8.83
80,69,2,6.7
81,69,2,5.42
82,69,2,7.7
83,69,2,7.09
84,69,2,6.59
85,69,2,6.24
86,69,2,6.54
87,69,2,6.19
88,69,2,6.68
89,69,2,5.28
90,69,2,7.14
91,69,2,6.63
92,69,2,8.57
93,69,2,8.23
94,69,2,7.11
95,69,2,6.28
96,69,2,7.3
97,69,2,6.68
98,69,2,7.55
99,69,2,8.36
0,70,2,8.72
1,70,2,7.38
2,70,2,7.22
3,70,2,7.06
4,70,2,6.92
5,70,2,7.09
6,70,2,6.65
7,70,2,7.17
8,70,2,10.02
9,70,2,8.64
10,70,2,9.4
11,70,2,8.62
12,70,2,7.27
13,70,2,8.03
14,70,2,9.68
15,70,2,9.88
16,70,2,8.95
17,70,2,8.7
18,70,2,9.42
19,70,2,10.25
20,70,2,8.41
21,70,2,10.24
22,70,2,10.94
23,70,2,9.29
24,70,2,10.73
25,70,2,9.98
26,70,2,9.95
27,70,2,9.08
28,70,2,9.46
29,70,2,9.31
30,70,2,8.84
31,70,2,8.07
32,70,2,9.29
33,70,2,9.59
34,70,2,8.86
35,70,2,9.14
36,70,2,9.21
37,70,2,9.12
38,70,2,8.76
39,70,2,10.18
40,70,2,7.75
41,70,2,7.78
42,70,2,9.34
43,70,2,7.49
44,70,2,8.81
45,70,2,8.71
46,70,2,7.07
47,70,2,7.66
48,70,2,8.39
49,70,2,8.42
50,70,2,5.86
51,70,2,9.3
52,70,2,7.53
53,70,2,7.04
54,70,2,7.34
55,70,2,7.2
56,70,2,8.03
57,70,2,7.32
58,70,2,7.59
59,70,2,8.0
60,70,2,8.69
61,70,2,8.69
62,70,2,7.69
63,70,2,7.28
64,70,2,6.38
65,70,2,7.73
66,70,2,9.42
67,70,2,7.08
68,70,2,4.53
69,70,2,6.12
70,70,2,5.14
71,70,2,5.86
72,70,2,7.15
73,70,2,6.69
74,70,2,7.12
75,70,2,8.88
76,70,2,6.91
77,70,2,6.09
78,70,2,8.81
79,70,2,8.04
80,70,2,7.18
81,70,2,7.6
82,70,2,5.57
83,70,2,5.74
84,70,2,6.98
85,70,2,7.08
86,70,2,8.43
87,70,2,7.59
88,70,2,5.9
89,70,2,7.82
90,70,2,7.5
91,70,2,8.13
92,70,2,6.54
93,70,2,6.51
94,70,2,5.54
95,70,2,9.24
96,70,2,9.02
97,70,2,8.16
98,70,2,7.29
99,70,2,7.66
0,71,2,7.89
1,71,2,7.32
2,71,2,7.89
3,71,2,8.57
4,71,2,9.07
5,71,2,8.26
6,71,2,8.86
7,71,2,9.09
8,71,2,9.5
9,71,2,10.21
10,71,2,9.78
11,71,2,9.92
12,71,2,10.46
13,71,2,8.29
14,71,2,10.38
15,71,2,8.78
16,71,2,9.51
17,71,2,9.37
18,71,2,9.63
19,71,2,10.21
20,71,2,10.61
21,71,2,9.17
22,71,2,9.52
23,71,2,10.19
24,71,2,8.55
25,71,2,10.81
26,71,2,9.56
27,71,2,10.66
28,71,2,10.97
29,71,2,9.12
30,71,2,9.89
31,71,2,9.29
32,71,2,8.34
33,71,2,10.77
34,71,2,9.31
35,71,2,10.01
36,71,2,9.53
37,71,2,9.61
38,71,2,10.32
39,71,2,9.73
40,71,2,8.09
41,71,2,8.49
42,71,2,8.23
43,71,2,7.81
44,71,2,8.23
45,71,2,7.87
46,71,2,9.04
47,71,2,8.96
48,71,2,6.5
49,71,2,7.12
50,71,2,7.81
51,71,2,7.55
52,71,2,7.61
53,71,2,8.93
54,71,2,8.57
55,71,2,7.27
56,71,2,7.07
57,71,2,7.19
58,71,2,7.81
59,71,2,6.81
60,71,2,8.59
61,71,2,6.8
62,71,2,7.5
63,71,2,7.24
64,71,2,8.72
65,71,2,9.56
66,71,2,8.55
67,71,2,6.86
68,71,2,5.4
69,71,2,7.42
70,71,2,6.37
71,71,2,8.41
72,71,2,6.94
73,71,2,7.9
74,71,2,6.44
75,71,2,6.77
76,71,2,7.88
77,71,2,8.42
78,71,2,8.85
79,71,2,6.75
80,71,2,5.76
81,71,2,6.31
82,71,2,6.83
83,71,2,7.49
84,71,2,8.46
85,71,2,8.5
86,71,2,7.55
87,71,2,7.76
88,71,2,7.1
89,71,2,6.27
90,71,2,7.64
91,71,2,7.66
92,71,2,7.41
93,71,2,6.7
94,71,2,6.66
95,71,2,9.11
96,71,2,7.11
97,71,2,6.48
98,71,2,7.8
99,71,2,6.18
0,72,2,8.63
1,72,2,8.14
2,72,2,7.85
3,72,2,10.06
4,72,2,7.28
5,72,2,7.17
6,72,2,7.68
7,72,2,8.62
8,72,2,9.8
9,72,2,8.35
10,72,2,9.16
11,72,2,8.35
12,72,2,9.24
13,72,2,8.81
14,72,2,9.51
15,72,2,9.39
16,72,2,9.82
17,72,2,10.34
18,72,2,9.2
19,72,2,8.29
20,72,2,10.1
21,72,2,9.52
22,72,2,10.8
23,72,2,8.71
24,72,2,10.19
25,72,2,9.51
26,72,2,10.75
27,72,2,9.98
28,72,2,9.92
29,72,2,10.01
30,72,2,9.94
31,72,2,7.94
32,72,2,8.83
33,72,2,10.74
34,72,2,8.8
35,72,2,8.52
36,72,2,11.14
37,72,2,9.55
38,72,2,9.52
39,72,2,7.86
40,72,2,9.59
41,72,2,8.76
42,72,2,9.89
43,72,2,9.5
44,72,2,7.74
45,72,2,9.19
46,72,2,9.94
47,72,2,6.95
48,72,2,8.14
49,72,2,7.1
50,72,2,8.35
51,72,2,7.27
52,72,2,7.48
53,72,2,7.41
54,72,2,8.81
55,72,2,5.67
56,72,2,8.12
57,72,2,5.99
58,72,2,8.02
59,72,2,7.56
60,72,2,7.05
61,72,2,9.43
62,72,2,7.15
63,72,2,8.09
64,72,2,7.0
65,72,2,6.94
66,72,2,7.17
67,72,2,6.55
68,72,2,6.85
69,72,2,6.98
70,72,2,7.24
71,72,2,7.61
72,72,2,5.74
73,72,2,6.62
74,72,2,5.98
75,72,2,7.11
76,72,2,5.64
77,72,2,6.11
78,72,2,6.87
79,72,2,6.99
80,72,2,7.28
81,72,2,8.09
82,72,2,7.47
83,72,2,8.58
84,72,2,6.91
85,72,2,8.28
86,72,2,6.78
87,72,2,7.39
88,72,2,8.52
89,72,2,6.66
90,72,2,8.68
91,72,2,7.36
92,72,2,7.77
93,72,2,8.87
94,72,2,6.64
95,72,2,7.91
96,72,2,6.23
97,72,2,9.7
98,72,2,6.66
99,72,2,7.17
0,73,2,6.52
1,73,2,6.59
2,73,2,8.15
3,73,2,7.87
4,73,2,8.85
5,73,2,9.65
6,73,2,9.14
7,73,2,7.02
8,73,2,7.3
9,73,2,10.51
10,73,2,8.24
11,73,2,8.82
12,73,2,8.85
13,73,2,8.93
14,73,2,8.59
15,73,2,9.21
16,73,2,9.3
17,73,2,8.49
18,73,2,9.54
19,73,2,9.42
20,73,2,9.28
21,73,2,8.73
22,73,2,9.49
23,73,2,10.33
24,73,2,11.11
25,73,2,9.3
26,73,2,11.0
27,73,2,11.75
28,73,2,9.52
29,73,2,11.79
30,73,2,11.73
31,73,2,10.23
32,73,2,9.44
33,73,2,8.56
34,73,2,11.2
35,73,2,8.62
36,73,2,8.31
37,73,2,10.37
38,73,2,9.41
39,73,2,9.29
40,73,2,8.12
41,73,2,8.44
42,73,2,8.67
43,73,2,8.6
44,73,2,8.85
45,73,2,8.09
46,73,2,7.91
47,73,2,7.26
48,73,2,9.3
49,73,2,7.67
50,73,2,8.69
51,73,2,8.09
52,73,2,8.42
53,73,2,7.22
54,73,2,7.46
55,73,2,7.51
56,73,2,7.18
57,73,2,7.94
58,73,2,6.79
59,73,2,8.14
60,73,2,7.24
61,73,2,7.17
62,73,2,7.61
63,73,2,7.88
64,73,2,7.49
65,73,2,8.11
66,73,2,6.99
67,73,2,7.63
68,73,2,7.36
69,73,2,6.81
70,73,2,6.36
71,73,2,7.14
72,73,2,9.08
73,73,2,7.91
74,73,2,6.05
75,73,2,6.08
76,73,2,6.47
77,73,2,8.36
78,73,2,6.25
79,73,2,6.74
80,73,2,6.13
81,73,2,7.41
82,73,2,6.13
83,73,2,7.38
84,73,2,6.2
85,73,2,6.97
86,73,2,7.51
87,73,2,7.34
88,73,2,7.99
89,73,2,6.38
90,73,2,7.63
91,73,2,8.05
92,73,2,6.92
93,73,2,8.55
94,73,2,6.44
95,73,2,6.24
96,73,2,6.11
97,73,2,7.71
98,73,2,6.75
99,73,2,7.3
0,74,2,7.6
1,74,2,5.9
2,74,2,6.7
3,74,2,8.51
4,74,2,7.4
5,74,2,8.56
6,74,2,9.18
7,74,2,9.05
8,74,2,7.74
9,74,2,8.86
10,74,2,7.63
11,74,2,8.64
12,74,2,8.51
13,74,2,10.11
14,74,2,10.33
15,74,2,8.22
16,74,2,10.53
17,74,2,9.21
18,74,2,10.82
19,74,2,9.14
20,74,2,9.37
21,74,2,8.8
22,74,2,9.73
23,74,2,10.19
24,74,2,9.39
25,74,2,10.36
26,74,2,10.06
27,74,2,10.58
28,74,2,10.59
29,74,2,9.0
30,74,2,10.21
31,74,2,9.7
32,74,2,8.9
33,74,2,10.28
34,74,2,8.94
35,74,2,10.12
36,74,2,9.26
37,74,2,7.46
38,74,2,9.41
39,74,2,9.32
40,74,2,9.59
41,74,2,9.47
42,74,2,8.14
43,74,2,9.35
44,74,2,7.85
45,74,2,9.2
46,74,2,8.23
47,74,2,8.58
48,74,2,7.86
49,74,2,7.67
50,74,2,8.48
51,74,2,9.18
52,74,2,7.3
53,74,2,7.55
54,74,2,6.94
55,74,2,8.92
56,74,2,6.07
57,74,2,8.0
58,74,2,8.61
59,74,2,8.02
60,74,2,6.63
61,74,2,7.43
62,74,2,6.67
63,74,2,7.42
64,74,2,8.0
65,74,2,6.19
66,74,2,7.69
67,74,2,6.7
68,74,2,8.46
69,74,2,6.53
70,74,2,6.17
71,74,2,6.52
72,74,2,7.98
73,74,2,8.0
74,74,2,7.88
75,74,2,6.58
76,74,2,7.47
77,74,2,8.23
78,74,2,5.48
79,74,2,7.34
80,74,2,7.07
81,74,2,8.83
82,74,2,5.83
83,74,2,6.12
84,74,2,7.63
85,74,2,8.02
86,74,2,6.61
87,74,2,7.35
88,74,2,5.73
89,74,2,7.86
90,74,2,6.32
91,74,2,6.61
92,74,2,6.94
93,74,2,5.88
94,74,2,6.85
95,74,2,7.3
96,74,2,8.19
97,74,2,6.19
98,74,2,8.27
99,74,2,7.7
0,75,2,6.17
1,75,2,9.06
2,75,2,7.63
3,75,2,7.92
4,75,2,8.04
5,75,2,8.81
6,75,2,6.73
7,75,2,8.3
8,75,2,10.32
9,75,2,8.87
10,75,2,8.61
11,75,2,7.74
12,75,2,9.4
13,75,2,8.64
14,75,2,9.18
15,75,2,9.51
16,75,2,9.49
17,75,2,10.69
18,75,2,9.99
19,75,2,10.2
20,75,2,10.92
21,75,2,8.67
22,75,2,9.5
23,75,2,9.53
24,75,2,12.24
25,75,2,9.67
26,75,2,9.89
27,75,2,9.38
28,75,2,11.0
29,75,2,10.77
30,75,2,10.12
31,75,2,9.67
32,75,2,9.57
33,75,2,8.94
34,75,2,11.2
35,75,2,9.16
36,75,2,9.0
37,75,2,10.04
38,75,2,10.71
39,75,2,9.75
40,75,2,10.02
41,75,2,7.16
42,75,2,9.63
43,75,2,9.81
44,75,2,7.42
45,75,2,9.54
46,75,2,7.64
47,75,2,7.46
48,75,2,6.35
49,75,2,7.96
50,75,2,9.39
51,75,2,10.47
52,75,2,7.74
53,75,2,7.78
54,75,2,8.61
55,75,2,8.17
56,75,2,7.78
57,75,2,8.54
58,75,2,7.67
59,75,2,8.5
60,75,2,8.26
61,75,2,6.8
62,75,2,8.0
63,75,2,6.12
64,75,2,7.97
65,75,2,7.48
66,75,2,6.76
67,75,2,7.7
68,75,2,5.77
69,75,2,5.84
70,75,2,6.34
71,75,2,7.13
72,75,2,8.22
73,75,2,7.1
74,75,2,7.89
75,75,2,5.85
76,75,2,5.5
77,75,2,7.46
78,75,2,7.59
79,75,2,8.6
80,75,2,7.48
81,75,2,7.35
82,75,2,6.08
83,75,2,8.72
84,75,2,7.15
85,75,2,7.08
86,75,2,5.96
87,75,2,7.05
88,75,2,5.67
89,75,2,8.56
90,75,2,5.84
91,75,2,7.23
92,75,2,6.16
93,75,2,7.15
94,75,2,7.44
95,75,2,8.4
96,75,2,5.57
97,75,2,7.71
98,75,2,8.79
99,75,2,6.95
0,76,2,7.7
1,76,2,8.61
2,76,2,8.84
3,76,2,8.66
4,76,2,7.5
5,76,2,8.25
6,76,2,8.22
7,76,2,7.25
8,76,2,8.76
9,76,2,8.14
10,76,2,9.36
11,76,2,9.38
12,76,2,9.46
13,76,2,7.24
14,76,2,9.49
15,76,2,9.68
16,76,2,11.4
17,76,2,10.6
18,76,2,8.34
19,76,2,10.27
20,76,2,10.12
21,76,2,10.33
22,76,2,11.33
23,76,2,12.94
24,76,2,10.23
25,76,2,10.69
26,76,2,9.62
27,76,2,9.95
28,76,2,10.23
29,76,2,9.36
30,76,2,10.96
31,76,2,10.73
32,76,2,9.97
33,76,2,10.86
34,76,2,8.16
35,76,2,10.74
36,76,2,10.52
37,76,2,7.98
38,76,2,9.84
39,76,2,9.32
40,76,2,6.59
41,76,2,8.21
42,76,2,6.73
43,76,2,8.09
44,76,2,7.88
45,76,2,8.82
46,76,2,7.44
47,76,2,7.48
48,76,2,9.39
49,76,2,7.55
50,76,2,7.53
51,76,2,6.81
52,76,2,9.47
53,76,2,7.22
54,76,2,8.05
55,76,2,8.19
56,76,2,7.28
57,76,2,7.82
58,76,2,6.08
59,76,2,6.85
60,76,2,7.95
61,76,2,7.8
62,76,2,6.01
63,76,2,7.53
64,76,2,8.51
65,76,2,7.03
66,76,2,7.34
67,76,2,6.24
68,76,2,7.88
69,76,2,6.5
70,76,2,7.53
71,76,2,6.17
72,76,2,7.19
73,76,2,7.38
74,76,2,5.03
75,76,2,7.76
76,76,2,7.69
77,76,2,8.57
78,76,2,7.47
79,76,2,7.94
80,76,2,7.11
81,76,2,4.87
82,76,2,5.95
83,76,2,7.79
84,76,2,7.9
85,76,2,6.75
86,76,2,8.18
87,76,2,6.4
88,76,2,4.73
89,76,2,7.58
90,76,2,7.54
91,76,2,6.53
92,76,2,7.08
93,76,2,7.38
94,76,2,8.01
95,76,2,4.85
96,76,2,7.13
97,76,2,6.14
98,76,2,7.99
99,76,2,7.65
0,77,2,6.95
1,77,2,7.96
2,77,2,8.86
3,77,2,7.58
4,77,2,7.54
5,77,2,7.65
6,77,2,10.29
7,77,2,7.06
8,77,2,10.65
9,77,2,10.0
10,77,2,9.96
11,77,2,7.69
12,77,2,9.12
13,77,2,9.91
14,77,2,8.6
15,77,2,9.41
16,77,2,9.1
17,77,2,10.69
18,77,2,9.3
19,77,2,9.9
20,77,2,11.24
21,77,2,11.88
22,77,2,9.97
23,77,2,9.65
24,77,2,9.71
25,77,2,9.52
26,77,2,11.02
27,77,2,11.56
28,77,2,9.33
29,77,2,9.37
30,77,2,11.94
31,77,2,12.49
32,77,2,10.77
33,77,2,9.43
34,77,2,9.44
35,77,2,10.12
36,77,2,10.24
37,77,2,9.29
38,77,2,9.35
39,77,2,9.72
40,77,2,9.3
41,77,2,10.03
42,77,2,9.88
43,77,2,8.25
44,77,2,8.39
45,77,2,7.14
46,77,2,7.68
47,77,2,8.09
48,77,2,8.46
49,77,2,8.62
50,77,2,8.51
51,77,2,8.56
52,77,2,9.38
53,77,2,7.87
54,77,2,7.45
55,77,2,7.06
56,77,2,7.53
57,77,2,9.38
58,77,2,6.77
59,77,2,8.12
60,77,2,8.18
61,77,2,7.99
62,77,2,7.38
63,77,2,6.4
64,77,2,8.93
65,77,2,7.4
66,77,2,7.25
67,77,2,4.68
68,77,2,7.87
69,77,2,6.51
70,77,2,5.1
71,77,2,5.92
72,77,2,7.71
73,77,2,7.88
74,77,2,6.19
75,77,2,6.0
76,77,2,6.04
77,77,2,7.34
78,77,2,6.43
79,77,2,7.39
80,77,2,5.72
81,77,2,6.87
82,77,2,7.2
83,77,2,7.11
84,77,2,6.86
85,77,2,6.16
86,77,2,7.59
87,77,2,6.07
88,77,2,6.52
89,77,2,8.56
90,77,2,6.61
91,77,2,7.27
92,77,2,8.73
93,77,2,7.36
94,77,2,7.26
95,77,2,7.31
96,77,2,5.59
97,77,2,7.8
98,77,2,6.27
99,77,2,7.54
0,78,2,8.21
1,78,2,8.87
2,78,2,7.8
3,78,2,9.69
4,78,2,9.31
5,78,2,7.83
6,78,2,7.39
7,78,2,7.75
8,78,2,9.38
9,78,2,7.36
10,78,2,8.75
11,78,2,9.33
12,78,2,11.24
13,78,2,8.63
14,78,2,9.9
15,78,2,10.64
16,78,2,10.65
17,78,2,11.42
18,78,2,10.93
19,78,2,11.54
20,78,2,9.89
21,78,2,10.56
22,78,2,10.49
23,78,2,10.0
24,78,2,10.48
25,78,2,10.05
26,78,2,11.29
27,78,2,10.99
28,78,2,8.04
29,78,2,11.03
30,78,2,10.53
31,78,2,9.97
32,78,2,10.03
33,78,2,9.63
34,78,2,9.83
35,78,2,10.17
36,78,2,9.89
37,78,2,9.91
38,78,2,10.03
39,78,2,9.66
40,78,2,9.14
41,78,2,9.64
42,78,2,7.62
43,78,2,8.73
44,78,2,7.8
45,78,2,7.62
46,78,2,6.73
47,78,2,9.32
48,78,2,8.88
49,78,2,7.72
50,78,2,8.67
51,78,2,8.61
52,78,2,7.52
53,78,2,8.45
54,78,2,8.81
55,78,2,5.92
56,78,2,7.72
57,78,2,8.62
58,78,2,6.99
59,78,2,8.66
60,78,2,7.3
61,78,2,5.8
62,78,2,6.25
63,78,2,6.82
64,78,2,7.68
65,78,2,7.64
66,78,2,6.95
67,78,2,5.58
68,78,2,8.12
69,78,2,7.97
70,78,2,6.42
71,78,2,7.38
72,78,2,6.98
73,78,2,7.22
74,78,2,6.36
75,78,2,5.81
76,78,2,6.51
77,78,2,6.5
78,78,2,6.58
79,78,2,7.29
80,78,2,4.93
81,78,2,7.7
82,78,2,6.12
83,78,2,7.36
84,78,2,6.28
85,78,2,6.5
86,78,2,6.29
87,78,2,7.34
88,78,2,8.32
89,78,2,7.65
90,78,2,7.58
91,78,2,7.87
92,78,2,6.05
93,78,2,7.69
94,78,2,7.48
95,78,2,7.91
96,78,2,6.81
97,78,2,9.0
98,78,2,8.41
99,78,2,5.45
0,79,2,7.14
1,79,2,7.0
2,79,2,9.73
3,79,2,7.79
4,79,2,7.89
5,79,2,8.41
6,79,2,9.22
7,79,2,7.97
8,79,2,9.02
9,79,2,7.64
10,79,2,8.67
11,79,2,8.96
12,79,2,9.37
13,79,2,9.71
14,79,2,9.7
15,79,2,8.95
16,79,2,8.61
17,79,2,10.92
18,79,2,10.27
19,79,2,11.15
20,79,2,10.83
21,79,2,10.41
22,79,2,9.52
23,79,2,10.11
24,79,2,10.64
25,79,2,11.5
26,79,2,10.53
27,79,2,10.47
28,79,2,10.47
29,79,2,10.63
30,79,2,10.77
31,79,2,12.25
32,79,2,11.3
33,79,2,8.89
34,79,2,9.16
35,79,2,10.61
36,79,2,10.54
37,79,2,7.95
38,79,2,8.99
39,79,2,9.12
40,79,2,8.54
41,79,2,9.41
42,79,2,8.47
43,79,2,6.64
44,79,2,8.37
45,79,2,7.03
46,79,2,8.07
47,79,2,8.36
48,79,2,7.31
49,79,2,7.09
50,79,2,7.0
51,79,2,7.18
52,79,2,7.15
53,79,2,6.63
54,79,2,9.29
55,79,2,6.37
56,79,2,7.23
57,79,2,8.41
58,79,2,5.8
59,79,2,6.53
60,79,2,7.13
61,79,2,6.87
62,79,2,7.8
63,79,2,9.35
64,79,2,5.9
65,79,2,7.2
66,79,2,8.04
67,79,2,6.43
68,79,2,5.74
69,79,2,7.37
70,79,2,8.2
71,79,2,7.29
72,79,2,6.5
73,79,2,5.97
74,79,2,5.57
75,79,2,7.92
76,79,2,7.8
77,79,2,8.39
78,79,2,6.27
79,79,2,7.25
80,79,2,7.91
81,79,2,4.93
82,79,2,8.03
83,79,2,7.12
84,79,2,7.67
85,79,2,7.01
86,79,2,5.61
87,79,2,7.23
88,79,2,4.65
89,79,2,7.31
90,79,2,7.79
91,79,2,6.4
92,79,2,7.04
93,79,2,6.26
94,79,2,7.18
95,79,2,7.77
96,79,2,6.14
97,79,2,7.44
98,79,2,5.9
99,79,2,8.8
0,80,2,8.33
1,80,2,8.48
2,80,2,8.15
3,80,2,7.83
4,80,2,7.77
5,80,2,8.07
6,80,2,8.59
7,80,2,8.18
8,80,2,6.91
9,80,2,9.42
10,80,2,8.87
11,80,2,8.09
12,80,2,8.05
13,80,2,9.88
14,80,2,9.76
15,80,2,10.15
16,80,2,10.91
17,80,2,9.74
18,80,2,11.27
19,80,2,10.52
20,80,2,9.0
21,80,2,10.44
22,80,2,11.95
23,80,2,11.08
24,80,2,9.82
25,80,2,10.02
26,80,2,10.48
27,80,2,9.68
28,80,2,11.02
29,80,2,10.42
30,80,2,9.68
31,80,2,11.37
32,80,2,10.71
33,80,2,10.25
34,80,2,10.66
35,80,2,7.54
36,80,2,8.69
37,80,2,8.56
38,80,2,9.15
39,80,2,9.0
40,80,2,9.05
41,80,2,7.66
42,80,2,7.86
43,80,2,7.64
